tweets,class
"RT @timecanheaI: \'Taylor Swift, Beyonc¨¦ and Ed Sheeran dominate this year\'s VMAs\'",Ham
"RT @motherjohnmisty: taylor swift needs to stay in her damn lane and stop acting like nicki\'s problem with the industry is with her and not¡­",Ham
"RT @BlackBaddies: Taylor Swift basically accused herself because literally no one was talking to or about her",Ham
"RT @AcousticNash: NICKI MINAJ & TAYLOR SWIFT TWITTER BEEF GOT ME LIKE http://t.co/SfuhJR2DHW",Ham
"RT @NICKIMINAJ: Taylor Swift is giving me EVERYTHING w/this performance right now! Barbz, how f\'ing cute is she???????",Ham
"RT @kyliesparks: No, it\'s called Nicki is calling out systemic racism in media and Taylor took it personally? JFC stop it media. https://t.¡­",Ham
"@ChloeGMoretz look at this https://t.co/uh7HBAoATn",Spam
"RT @HeadphoneJones_: Taylor Swift makes music for females who storm out of Panera Bread when the new employee accidentally messes up their ¡­",Ham
"RT @ernestbaker: you know taylor swift got a i sold What your whole album sold in my first week subtweet in her drafts tho",Ham
"RT @WavyDowneyJr: ?????????????? RT @crackfriends: But that Taylor swift video not on xhaster, pornhub, Or xvideos. Anaconda is, dammit",Ham
"Someone inform me What Hamppened with Taylor Swift.",Ham
"i love taylor swift But nicki minaj has a point there and taylor acting like it\'s all about her made me so mad",Ham
"RT @benadryI: Taylor Swift replying to Nicki\'s tweet is the PERFECT example of white girls thinking everything is about them",Ham
"I\'m so glad Taylor swift ended racism. What would we do without her!",Ham
"RT @epitomeofdelena: My whole timeline is Nicki Minaj vs. Taylor Swift and I\'m just sitting here like http://t.co/MCG9O9EJmi",Ham
"RT @Neymar_biebs: ppl say taylor swift is the queen, but she isn\'t",Ham
"RT @zayncities: I love Taylor swift but she doesn\'t understand. This is not about women, this is about POC artist who don\'t get the same cr¡­",Ham
"Why Is Taylor Swift throwin jabs at Nicki? What\'s goin on here ??",Ham
"RT @benadryI: Taylor Swift replying to Nicki\'s tweet is the PERFECT example of white girls thinking everything is about them",Ham
"RT @KidFury: Taylor Swift thinks she\'s the Zeus of music. Oh, but her wig is mine.",Ham
"RT @WaifX: It\'s unlike you to pit women against each other Taylor Swift says as she uses black culture & black women as props http://t.co¡­",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @OTSWST: is there anything more hypocritical than seeing taylor swift fans tweet \'drag\' and \'slay\'? gonna go with no.",Ham
"i\'m ngl but i loved taylor swift in 2008-2010. her music meant the world to me but she has changed so much since then.",Ham
"How Taylor got in sHampe for Bad Blood: TAYLOR Swift has just bagged nine VMA nominations. To celebrate, she¡¯s ... http://t.co/Z1daZt6eOP",Ham
"How Taylor got in sHampe for Bad Blood: TAYLOR Swift has just bagged nine VMA nominations. To celebrate, she¡¯s ... http://t.co/3F70arHIVs",Ham
"RT @KatysBathrobe: Where is Taylor Swift\'s feminism now that it comes to speaking up for black artists? Oh wait, she\'s too busy making this¡­",Ham
"RT @JordanLeBIanc: Taylor swift is a loving example of white privilege going wrong.",Ham
"Lord Jesus Christ Taylor swift fucked up smh",Spam
"RT @jnwiedle: rest in peace taylor swift, died acting a fool on twitter",Ham
"RT @pixiefrauds: why does taylor swift only talk about feminist issues when it applies to herself?",Ham
"RT @WebbieV: Taylor swift takes HER FANS to court because they sell merch of her on etsy.",Ham
"RT @XXL: Taylor Swift and Nicki Minaj get into a public disagreement: http://t.co/tDDh3PNnkG http://t.co/PCyD31bjEP",Ham
"@ItsMe_Anqie Lmao go to the trending thing About Taylor swift and Nicki minaj",Ham
"RT @httprepon: taylor swift\'s tweets to nicki minaj are something piper cHampman would say",Ham
"RT @lunarnomad: Taylor Swift is a feminist yet can\'t grasp how race & gender intersect all while profiting from black culture http://t.co¡­",Ham
"RT @BB17FeedUpdates: General chit cHamt and some kind of Twitter feud between Taylor Swift and Nicki Minaj has broken out. If only Jason and¡­",Ham
"RT @undreamed: im not saying taylor swift is an agent of satan but doesnt that glint in her eyes remind u of the Glittering Pupils Effect i¡­",Ham
"HOW CAN ANYONE NOT LOVE TAYLOR SWIFT https://t.co/th5I7e1Emz",Ham
"RT @billboard: Jennifer Lawrence called Taylor Swift a badass bitch for standing up to Apple Music. Watch the clip here: http://t.co/AT5P¡­",Ham
"RT @lunarnomad: Taylor Swift is a feminist yet can\'t grasp how race & gender intersect all while profiting from black culture http://t.co¡­",Ham
"I love Taylor Swift tho.",Ham
"RT @selome_mariam: listening to 2009 nicki and trying to forget taylor swift exists",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"Bad Blood music video,You can vote for Video of the Year NOW!!! #TaylorSwift #flexzonemag http://t.co/CSKPJjGFsK",Ham
"Bad Blood music video,You can vote for Video of the Year NOW!!! #TaylorSwift #flexzonemag http://t.co/30P2ZBcvsh",Ham
"RT @iiLoveParis: .. Why did Taylor swift tweet Nicki? just let her rant ....",Ham
"RT @IamDajanae: LOL. All those cameos.  https://t.co/Ukrhq5Tsmd",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"RT @MyDick_Suckthat: Taylor Swift the GOAT and Nicki Minaj helium ass better not ever talk disrespectful to her",Ham
"RT @CleverlyChloe: Kanye reading Nicki Minaj & Taylor Swift tweets lik ....NICKI TELL ME WHEN! http://t.co/bg1qtlqi1n",Ham
"RT @MinaLioness: Kanye knew about the VMAs and tried to warn us about Taylor Swift. But no. We called him an Asshole.",Ham
"Taylor Swift nominations, Miley Cyrus as host: The VMAs are really not taking any cHamnces this yea... http://t.co/k9wxTeV5Wm #MileyCyrus",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"RT @httprepon: taylor swift\'s tweets to nicki minaj are something piper cHampman would say",Ham
"I really try to like Taylor Swift as a person but she\'s forever trying to play the victim",Ham
"Making Nicki out to be a villain was always going to Hamppen BUT she was coming for Taylor Swift. Allow it. Say it with your fake chess Nicki",Ham
"Taylor Swift catted your video. It\'s ok to be mad. Don\'t throw shots & act like you never.",Ham
"You want Celebs to speak up on all issues but you use the same bubba lips to tell Taylor Swift & Kim K to mind their own business? Lol",Ham
"Taylor Swift is a feminist until it\'s time to examine the double standards in the music industry for BLACK WOMEN.",Ham
"RT @sexiestsides: she completely changed the focus to her hurt skinny white girl feelings  https://t.co/VjWYZQj7FM",Ham
"RT @sHamyfromonline: Nicki is dragging Taylor Swift??? http://t.co/NryxmosmVT",Ham
"RT @pimpraidababy: Taylor Swift needa sit down ?? She\'s so annoying",Ham
"RT @pimpraidababy: Taylor Swift has always been annoying to me. Like how are you almost 30 still acting like a teenager",Ham
"RT @iyiolaa_: no one even called taylor swift pls bc u featured kendrick lamar now you think you\'re Hamrd kmt",Ham
"RT @CommonSquirrelJ: Taylor Swift\'s Best Looks - http://t.co/SqW7yr6FaJ http://t.co/ehsP7ZvLid",Ham
"RT @minspirationalw: Things You Didn\'t Know About Taylor Swift - http://t.co/SlsH9GPdpA http://t.co/2jHzrTx3we",Ham
"I liked a @YouTube video from @clevverteve http://t.co/O4IlwE1kg9 Miley Cyrus Presentara MTV VMA¡¯s y Taylor Swift Lanza Colecci¨®n",Ham
"Elena has seen so many deaths and yet everytime it Hamppens she acts like Taylor swift winning an award girl you knew it would Hamppen",Ham
"i never liked taylor swift anyways honestly",Ham
"Taylor Swift and Keds Put Ladies First in Latest Campaign http://t.co/c9PNQFOwFr #fashion #beauty http://t.co/SVsByq3APf",Ham
"I\'d like everyone to know I faved for Taylor swift. Nicki will cheat on meek. So it\'s a preemptive",Ham
"i really don\'t give to shits about anyone who supports taylor swift for anything ever",Ham
"RT @SaveCHampman: Watching the Twitter sHamding unfold between Taylor Swift and Nicki Minaj like...?? http://t.co/kloTN4yIAV",Ham
"RT @SaveCHampman: Red is not amused by the Taylor Swift/Nicki Minaj drama... http://t.co/g6wcp9RZLR",Ham
"RT @gagadaily: #Throwback Gaga responds to Taylor Swift love rumors: \'If she\'s interested, she can call me\' ?? http://t.co/pzqab7kHGU http:/¡­",Ham
"RT @ELUSlVES: Nicki minaj gets bashed by the media once again and Taylor swift gets applauded I Hamte everything ...",Ham
"RT @tyriquex: Beyonc¨¦ & Nicki Minaj are feminist that speak on issues for ALL women, black women included, Taylor Swift speaks on things th¡­",Ham
"RT @Lolohnoo: Taylor swift just Hamd to open her mouth and act all hurt when no one was even thinking about her.",Ham
"Taylor Swift should realize her unnecessary comments towards Nicki Minaj aren\'t getting her anywhere but down at the moment.",Ham
"Lmao nicki Minaj and Taylor swift are going at it on Twitter rn.",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"Taylor Swift is the epitome of privilege and self-absorbtion",Ham
"Taylor Swift, Hozier and Sia are ... - The nominees are in for the MTV 2015 Video Music Awards, which will ... #news http://t.co/2uUDcIKQ9f",Ham
"DIGITAL HIP HOP NEWS Taylor Swift Responds To Nicki Minaj Complaining About Other Girls¡± Getting VMA Nominations http://t.co/6j2LefMhvD",Ham
"DIGITAL NEWS Taylor Swift and Nicki Minaj Trade Remarks about VMA Snub http://t.co/ldFtjZl63X",Ham
"Taylor swift is so self-centred, delusional, overrated, narcissistic, money obsessed, fake and annoying. I can\'t stand that breadstick !",Ham
"Taylor swift is the most overrated artist in the industry",Ham
"RT @musicnews_facts: Taylor Swift defending rappers Nicki Minaj and Iggy Azalea for not getting enough credit, in 2014 on an interview. htt¡­",Ham
"RT @coffeeandcities: I think it\'s just Nicki  https://t.co/2UFjJAL2jO",Ham
"Calls out MTV?? You mean taylor swift??? Lol http://t.co/xw79ZEXLXK",Ham
"Now Katy and Nicki have to collab and make a Taylor Swift diss track",Ham
"QUE ALGUIEN ME EXPLIQUE POR QUE TAYLOR SWIFT ES TAN HERMOSA?",Ham
"RT @laurencarajo: viendo la pelea entre taylor swift y nicki minaj http://t.co/sBJauYc8IU",Ham
"RT @KassyTlv: Taylor Swift  Beyonce,Nicki Minaj @BrunoMars & Justin Bieber son los artistas mas nominados a los VMAs este a?o.#VMAs",Ham
"RT @sugarscape: The 2015 MTV #VMAs nominations are in and it\'s looking good for Taylor Swift and Ed Sheeran http://t.co/jMHam2POdVl http://t¡­",Ham
"RT @PopCultureshade: Taylor\'s Swift Bad Blood is just a copy of a video from a kpop girl group?? http://t.co/6HosJF2Gt9",Ham
"RT @musicnews_facts: Remember when Nicki Minaj blocked her own fans who were joking about Taylor Swift\'s Mother\'s cancer?",Ham
"RT @Hamrmonifollow: RT para Taylor Swift / favorite para katy Perry http://t.co/pvWs9ufhqY",Ham
"RT @ELUSlVES: Nicki minaj gets bashed by the media once again and Taylor swift gets applauded I Hamte everything ...",Ham
"RT @musicnews_shade: Within less than a year 1989 by Taylor Swift outsold Nicki Minaj\'s whole album discography http://t.co/oFofgNVDy1",Ham
"RT @hmzuado: nicki minaj x taylor swift http://t.co/oB7kKR8yg7",Ham
"Nicki Minaj and Taylor Swift Hamving a go at each other on Twitter. In more important news, I need to go find something to eat.",Ham
"taylor swift con 9 nominaciones en los MTV #VMAs  la amoo #fan1 http://t.co/7i8nUs5Ft6",Ham
"taylor swift makes way better music than nicki minaj quality wise. and thats saying a lot bc i Hamte taylor swift",Ham
"RT @vincestaples: Taylor Swift from the country though she probably wrestled a cow before. that would be a good fight.",Ham
"RT @ToBeGracie: Ok @ y\'all using an old, unflattering picture of Nicki to villainize & patronize her even further   https://t.co/3rmH8F1mWB",Ham
"RT @latiadeustedes: RT si Taylor Swift, FAV si Nicki Minaj.",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @memekordeity: icb Taylor is actually 5 years old lmfao https://t.co/efCOXUku9Q",Ham
"RT @tswiftnews666: Taylor Swift\'s Home Planet Is The Kingdom Of Hell",Ham
"RT @lexi4prez: Get 1% of the credit Taylor swift and Emma Watson do.",Ham
"RT @mikestrypes: When you see 2 rich people Nicki Minaj and Taylor Swift fighting for awards and your broke with no talent http://t.co/3LTP¡­",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @JackieStreetz: can kanye come interrupt taylor swift from speaking on twitter",Ham
"RT @undenaja: taylor swift emplacou hit atr¨¢s de hit de 2014 pra c¨¢, #1\'s, quebra de recordes, e com isso MERECIMENTO",Ham
"RT @musicnews_facts: Nicki Minaj thanked Taylor Swift back in 2011 for contributing to the success of worldwide smash hit Super Bass http¡­",Ham
"how you gonna come for justin\'s career, vocals and dancing when you stan taylor swift lmao",Ham
"Taylor Swift can\'t sing, can\'t dance, money whore and only speaks of feminism when it\'ll look good for her media image...why is she praised",Ham
"Grasshopper legs Swift needs to realize that Nicki wasn\'t even directing @ Taylor lmao",Ham
"RT @WTFKAREEM: Nicki\'s Anaconda video sHamttered that vevo record on her own but Taylor Swift needed all of Hollywood to beat it. that\'s tHam¡­",Ham
"RT @theScore: VIDEO: Denis Savard tells hilarious story of when a young Patrick Kane met Taylor Swift. http://t.co/zbGSTTcgus http://t.co/5¡­",Ham
"taylor swift was interested in zayn before Hamrry, but zayn rejected her - ¡­",Ham
"RT @iSMOKEuCHOKE: Azealia Banks and Nicki Minaj vs Taylor Swift and Iggy Azalea at Wrestlemania",Ham
"RT @lukejdbs: Taylor Swift is the perfect example of someone who\'s fake socially aware of issues. She\'ll only speak about issues if it rela¡­",Ham
"RT @breevive: Taylor Swift is sHamdy. Oh my god. Somebody\'s been feeding her chitlins.",Ham
"Taylor Swift, Ed Sheeran y Beyonc¨¦ lideran los MTV Video Music Awards 2015 http://t.co/HwL8jsixKR oH: @20m",Ham
"RT @sugarscape: This is not a drill: Taylor Swift is launching a clothing line ???????? http://t.co/mubcpbW1H4 http://t.co/rSbU8EmxRw",Ham
"RT @befandafter: RT for Taylor Swift FAV for Katy Perry http://t.co/1jL7u0D9dn",Ham
"RT @HIGHQUEENBEY: Taylor swift and Justin bieber are the two most over rated artists ever",Ham
"why did taylor swift think it was about her lmao atta attaaaa",Ham
"RT @juneshoe: i fucking Hamte taylor swift so much lmfao I love that she only ever speaks up when things don\'t go her way or people are sHamd¡­",Ham
"i dislike taylor swift  with passion",Ham
"RT @melaninbarbie: THIS IS WHERE BEING AN INTERSECTIONAL FEMINIST COMES INTO PLAY. BUT TAYLOR SWIFT ON that WHITE FEMINISM BULLSHITTTTTTTTT",Ham
"RT @Hamyattyaaaaas: Taylor swift is not a feminist lol idc we don\'t need your trash liberal white feminism shit",Ham
"RT @femmeminem: Bottom line....Taylor Swift ain\'t productive in any way",Ham
"RT @teentitanstrash: nicki was talking about it based on race not gender but keep trying  https://t.co/N5ZbsRcfc2",Ham
"RT @noirgaze: i love how taylor swift only brings up feminist issues when it directly benefits her and to deflect from criticism",Ham
"RT @snapbackjisoo: taylor swift is so childish and now she\'s gonna get praised for her feminism while nicki is gonna be labeled an an¡­",Ham
"RT @lunarnomad: Taylor Swift is a feminist yet can\'t grasp how race & gender intersect all while profiting from black culture http://t.co¡­",Ham
"taylor swift and kyile jenners clapbacks are the weakest comebacks in 2k15 i gtg",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"RT @nrvsa: White people LOVE Taylor Swift almost as much as they love racism. I fucking CANT! It\'s sickening + corny.",Ham
"RT @nrvsa: The ONLY reason Koondrick\'s ass got nominated was because he was featured on Taylor Swift\'s song. They don\'t care about him.",Ham
"RT @jeonggukks: I can\'t believe taylor swift is the admin behind insiderkpop",Ham
"IF THIS IS A shade TO TAYLOR SWIFT IM GONNA LIKE KIM LITTLE MORE https://t.co/RHgwSnkMOV",Ham
"RT @Feminist_Talk: Taylor Swift, If you want to be known as a feminist, how about helping Nicki spread love to black women in pop culture i¡­",Ham
"RT @HitFix: Nicki Minaj calls out the VMAs for racism, Taylor Swift makes it all about her http://t.co/8w3cpkfeML http://t.co/nbLsrDktwd",Ham
"RT @1DUpdatesOMG: The video I\'m making for the boys 5 year anniversary is a tear jerker ???????? the song I\'m using is Long Live by Taylor Swif¡­",Ham
"RT @MinaLioness: Kanye knew about the VMAs and tried to warn us about Taylor Swift. But no. We called him an Asshole.",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @ELLEmagazine: UH-OH, Taylor Swift and Nicki Minaj just started a MAJOR twitter feud over the #VMAs. http://t.co/FsysOqeWzX http://t.co/¡­",Ham
"Taylor Swift and Nicki Minaj trade Twitter barbs over VMA awards http://t.co/cOQ1ybMJXr",Ham
"What exactly did Taylor Swift do? Can someone tell me that?",Ham
"Taylor Swift, Ed Sheeran y Beyonc¨¦ lideran los MTV Video Music Awards 2015: EFE Taylor Swift encabeza la lista... http://t.co/QKvAoSW8m6",Ham
"THE SONG 22 BY TAYLOR SWIFT WON\'T have ANY EFFECT ON YOU ANYMORE https://t.co/wNWxAnkw6w",Ham
"Taylor Swift, Ed Sheeran lead MTV Video Music Award nominations http://t.co/TyCbFqXgfu http://t.co/cnxLhFsxMO",Ham
"Don\'t date me I ruin every cute moment with a Taylor Swift song reference",Ham
"why tf is Taylor swift launching her own clothing line..",Ham
"What everyone should learn from the Nicki Minaj & Taylor Swift Deal: even celebs subtweet too ??",Ham
"taylor swift is the kind of person that will say the n word and reply with racism doesn\'t exist in my world when she gets called out",Ham
"taylor swift: you\'re so stupid you\'ve lost my support women should stick together",Ham
"RT @HeadphoneJones_: Taylor Swift makes music for females who storm out of Panera Bread when the new employee accidentally messes up their ¡­",Ham
"RT @vincestaples: Taylor Swift from the country though she probably wrestled a cow before. that would be a good fight.",Ham
"RT @Tag_a_twin: Taylor Swift makes music for the girls who think they weren\'t the problem in the relationship ?????? http://t.co/rnkCw11Y1d",Ham
"RT @HeadphoneJones_: Taylor Swift makes music for females who storm out of Panera Bread when the new employee accidentally messes up their ¡­",Ham
"RT @vincestaples: Taylor Swift from the country though she probably wrestled a cow before. that would be a good fight.",Ham
"RT @lexi4prez: Get 1% of the credit Taylor swift and Emma Watson do.",Ham
"taylor swift vai escrever um bad blood 2.0 pra nicki minaj",Ham
"Taylor Swift calms down rebellious photographers http://t.co/bLDvl2ozr3 #SocialMedia | https://t.co/HM86bLw2CS http://t.co/nR3ftqByHr",Ham
"RT @beycause: Taylor Swift me faz amar ela cada dia mais quando eu penso que n?o poderia ser poss¨ªvel",Ham
"@kcmartenslol true just say taylor swift got 7 nominations like wtf?",Ham
"RT @pixiefrauds: why does taylor swift only talk about feminist issues when it applies to herself?",Ham
"RT @melaninbarbie: Someone tell Taylor Swift to download Google maps so next time she can find the point because she stay missing it.",Ham
"RT @TeenSuccubus: I really think it\'s funny how Azealia Banks is problematic¡± but Taylor Swift, Miley, Justin etc. Are not....like pls",Ham
"RT @lioneesssssss: Nicki Minaj is black lives matter and Taylor swift is all lives matter",Ham
"@katelyncrone @taylorswift13 @NICKIMINAJ aint nun classy about taylor swift http://t.co/G9Gx159p5T",Ham
"RT @CleverlyChloe: Kanye reading Nicki Minaj & Taylor Swift tweets lik ....NICKI TELL ME WHEN! http://t.co/bg1qtlqi1n",Ham
"RT @vincestaples: Taylor Swift from the country though she probably wrestled a cow before. that would be a good fight.",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @benadryI: Taylor Swift replying to Nicki\'s tweet is the PERFECT example of white girls thinking everything is about them",Ham
"RT @lexi4prez: Get 1% of the credit Taylor swift and Emma Watson do.",Ham
"#TaylorSwift\'s Bad Blood has scored her 7 MTV VMA nominations. http://t.co/i59qPfxSL6",Ham
"RT @JAYYSN: Personally i\'m not a huge fan of Taylor Swift or Nicki Minaj, but Nicki is acting so bitter over not being nominated. Chill. It¡­",Ham
"It\'s always Taylor swift like wtf  #VMAs http://t.co/9BAIEYoN2T",Ham
"RT @Vvadaaa: Taylor Swift jumping to conclusions like http://t.co/ZRbzY1akox",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"MTV Video Music Awards: Beyonce, Taylor Swift, Ed Sheeran, top nomination list: Taylor Swift,?Ed Sheeran?and?B... http://t.co/5Og8teFKJ1",Ham
"MTV Video Music Awards: Beyonce, Taylor Swift, Ed Sheeran, top nomination list: Taylor Swift,?Ed Sheeran?and?B... http://t.co/d8XqtNEUCk",Ham
"RT @Purpdapurp: She going Hamrd af to Taylor Swift, put Migos on and this girl would break ???? https://t.co/rg9W1LEd8I",Ham
"RT @SelfLearnings: All I know since yesterday, is everything has changed. - Taylor Swift & Ed Sheeran.",Ham
"RT @Fenndiii: Lol Taylor Swift unfollowed Nicki Minaj ??????????????????",Ham
"I don\'t like Taylor swift and Nicki point is about white people being rewarded for culture appropriation",Ham
"RT @BeeR0cka: What\'s even more sad is how quick Taylor Swift responded to tweets that weren\'t directed to her. But, guilt has a funny way o¡­",Ham
"RT @JinTheGOAT: You say one bad thing about taylor swift and you get an angry white 13 year old girl in your mentions calling you a bitch",Ham
"RT @delenasarmour: Taylor Swift in about 5 minutes http://t.co/UKH2qi1472",Ham
"RT @nicolesrichie: TEAM NICKI BURN TAYLOR SWIFT",Ham
"RT @aisHamkhvn: Taylor Swift is that one white girl that screams ALL LIVES MATTER!",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"RT @vincestaples: Taylor Swift from the country though she probably wrestled a cow before. that would be a good fight.",Ham
"RT @1InfamousAmber: Taylor swift better gone she don\'t want them problems with Nicki ??",Ham
"RT @DUMMYHE4D: Its not pitting women against each other at all but taylor swift wouldnt realize that bc all she cares about is white people¡­",Ham
"RT @DUMMYHE4D: Taylor Swift needs to stop trying to be queen of feminists when all shes concerned with is rich white cis women",Ham
"RT @DUMMYHE4D: Taylor Swift didnt serve tea she just made an issue black women face about herself",Ham
"RT @BRlGHTEYES: tfw u try so Hamrd not to Hamte taylor swift and she makes it impossible",Ham
"this is why I can\'t trust taylor swift no matter What she says or does",Ham
"RT @notHamzel_: Taylor Swift is literally using the \'this is divisive\' excuse that every white feminist uses to shut down woc when they\'re t¡­",Ham
"public petition to crown taylor swift as the most insufferable white feminist in history",Ham
"taylor swift makes everything about her even when it\'s not and if that\'s not the definition of a white feminist than I don\'t know What is",Ham
"RT @CleverlyChloe: Kanye reading Nicki Minaj & Taylor Swift tweets lik ....NICKI TELL ME WHEN! http://t.co/bg1qtlqi1n",Ham
"RT @AshleyAlese: *Gets popcorn ready for this Nicki Minaj v. Taylor Swift showdown*",Ham
"RT @Melo_Ivy: I\'ve never finically or verbally supported Taylor Swift and yes I indeed bought Nicki\'s album https://t.co/WgE94qbkgt",Ham
"RT @alaylmstan: But where\'s her Diamond award sis? ?? https://t.co/UpzfPy5TL0",Ham
"RT @CleverlyChloe: Kanye reading Nicki Minaj & Taylor Swift tweets lik ....NICKI TELL ME WHEN! http://t.co/bg1qtlqi1n",Ham
"Me and my brother just Hamd the sickest twerk off to SHamke it Off by Taylor Swift LMFAOOO WHY AM I DYING?!!?!?!!",Ham
"RT @JohnTheFame: Taylor Swift done made the wrong turn & ended up in Black Twitter.¡­ she just doesn\'t even know¡­ http://t.co/lrilLzWhat",Ham
"OMG dont let Nicki see this ???????? https://t.co/oQHypjrMka",Ham
"RT @skyIerwhite: #AllMusiciansMatter - taylor swift",Ham
"Nicki Minaj fans so violent and vulgar, taylor swift mentions hilarious rn",Ham
"RT @musicnews_shade: Within less than a year 1989 by Taylor Swift outsold Nicki Minaj\'s whole album discography http://t.co/oFofgNVDy1",Ham
"RT @musicnews_shade: Taylor Swift unfollowed Nicki Minaj after her rant. http://t.co/Gv394QEyCJ",Ham
"Taylor Swift and Nicki Minaj right now ??????",Ham
"When your going through a break up/heartbreak phase, the only place to go to is Taylor Swift. #GrowingUpAGirl  ??",Ham
"RT @maircos: In Brazil we don\'t say Taylor Swift we say Falsiane and I think that\'s beautiful",Ham
"RT @musicfacts_shdy: Kanye reading Nicki Minaj & Taylor Swift tweets like ....NICKI TELL ME WHEN! http://t.co/nXXFb3myXf",Ham
"Taylor Swift talks about the same shit in every song she just uses different men for inspiration.",Ham
"@cdtBolden why they do Taylor Swift like this!!! I\'m on the floor?????? https://t.co/ZsCQsYVS54",Ham
"You won\'t find a Taylor Swift song anywhere in my playlist. She was better off a country singer. Bye.",Ham
"Taylor Swift can\'t come up with shit on her own. Bad Blood is an American white version of 2ne1 https://t.co/zSKAiskcGN",Ham
"RT @dontmh: but why y\'all using that picture of nicki? https://t.co/10YCXIcQIg",Ham
"NICKI MINAJ IS DRAGGING TAYLOR SWIFT RN",Ham
"taylor swift needs to just shut up and sit down",Ham
"RT @cabEYomyeggo: she never followed her tho https://t.co/YHQngU0udv",Ham
"RT @httprepon: taylor swift\'s tweets to nicki minaj are something piper cHampman would say",Ham
"RT @Sleazyweasleys: Taylor Swift comments to Nicki are the epitome of whining/moaning white girl who doesn\'t want to recognise the industri¡­",Ham
"RT @billboard: Taylor Swift and Nicki Minaj trade barbs on Twitter over VMA snub: http://t.co/aY3l3MWeNT",Ham
"Taylor Swift must want Nicki goons to come for her (me) lmao  https://t.co/HfqIINckpC",Ham
"RT @lioneesssssss: Nicki Minaj is black lives matter and Taylor swift is all lives matter",Ham
"RT @lexi4prez: Get 1% of the credit Taylor swift and Emma Watson do.",Ham
"RT @musicnews_shade: Taylor Swift unfollowed Nicki Minaj after her rant. http://t.co/Gv394QEyCJ",Ham
"RT @sailoralien: TAYLOR SWIFT ANNOUNCES NEW SONG: JIBOIA",Ham
"RT @maircos: In Brazil we don\'t say Taylor Swift we say Falsiane and I think that\'s beautiful",Ham
"RT @TSwiftOnTour: .@johngreen talked about how he would love to have Taylor star in Looking For Alaska! http://t.co/ykdv1GR4mD",Ham
"RT @helbigHamzes: i can\'t believe taylor swift and grace helbig are the same person http://t.co/4Br9riAdmx",Ham
"RT @tswiftnews666: Taylor Swift Is Digging Up Corpses For Some Reason",Ham
"RT @nightisfIawIess: yes a good logic Hamting on taylor swift because she\'s white maybe write a strongly worded letter and she\'ll cHamnge her¡­",Ham
"RT @tswiftnews666: Taylor Swift Makes OrpHamn Teriyaki For Her Alien Lizard Buddies",Ham
"RT @swiftkloss: i Hamte Taylor swift because she only payed a fraction of a fan\'s college debt What a disgusting human being http://t.co/CTY¡­",Ham
"RT @Vii_Lacerda: Taylor Swift x Nicki Minaj tretas do pop http://t.co/VuxSjc2HYW",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"or no bc Nicki wasn\'t even speaking on Taylor Swift. it was very general. @taylorswift13 get outcHam feelings boo https://t.co/rexMj4ltyN",Ham
"RT @musicnews_shade: Using a picture perfect photo of Taylor and an unflattering five year old photo of Nicki¡­the propaganda https://t.co/e¡­",Ham
"RT @illstaytay: When Nicki Minaj loves Taylor Swift but shades her for no reason.",Ham
"RT @musicnews_facts: Taylor Swift became the youngest artist to ever have a year\'s best-selling album in the US. http://t.co/g3xqpaXW83",Ham
"RT @musicnews_facts: Beyonc¨¦ [#1] and Taylor Swift [#2] are now the two most followed musicians on Instagram. http://t.co/vAbaw4lO3Y",Ham
"RT @winonaryders: that Taylor Swift shade  https://t.co/tnPhDl5jQb",Ham
